PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,WindDirection10m,WindSpeed10m,lat,lon
2021-07-10T09:00:00Z,2021-07-10T08:00:00Z,PT60M,19.2,32,570,138,243,5.1,0,23.9
2021-07-10T10:00:00Z,2021-07-10T09:00:00Z,PT60M,17.5,3,33,6,227,4.4,0,24.2
2021-07-10T11:00:00Z,2021-07-10T10:00:00Z,PT60M,16.2,0,0,0,215,4.3,0,25.4
2021-07-10T12:00:00Z,2021-07-10T11:00:00Z,PT60M,15.6,0,0,0,209,4,0,27.4
2021-07-10T13:00:00Z,2021-07-10T12:00:00Z,PT60M,15.2,0,0,0,202,3.7,0,29.5
2021-07-10T14:00:00Z,2021-07-10T13:00:00Z,PT60M,14.5,0,0,0,189,4,0,30.9
2021-07-10T15:00:00Z,2021-07-10T14:00:00Z,PT60M,13.5,0,0,0,171,4.4,0,31.6
2021-07-10T16:00:00Z,2021-07-10T15:00:00Z,PT60M,12.7,0,0,0,153,4.2,0,32.3
2021-07-10T17:00:00Z,2021-07-10T16:00:00Z,PT60M,12.1,0,0,0,137,3.8,0,33
2021-07-10T18:00:00Z,2021-07-10T17:00:00Z,PT60M,11.7,0,0,0,129,3.7,0,33.6
2021-07-10T19:00:00Z,2021-07-10T18:00:00Z,PT60M,11.3,0,0,0,125,3.5,0,34.1
2021-07-10T20:00:00Z,2021-07-10T19:00:00Z,PT60M,10.8,0,0,0,120,3.5,0,33.5
2021-07-10T21:00:00Z,2021-07-10T20:00:00Z,PT60M,10.5,0,0,0,114,3.6,0,31.8
2021-07-10T22:00:00Z,2021-07-10T21:00:00Z,PT60M,10.2,0,0,0,111,3.7,0,30
2021-07-10T23:00:00Z,2021-07-10T22:00:00Z,PT60M,10,1,19,3,106,3.6,0,28.1
2021-07-11T00:00:00Z,2021-07-10T23:00:00Z,PT60M,10.9,27,565,122,97,3.6,0,26.2
2021-07-11T01:00:00Z,2021-07-11T00:00:00Z,PT60M,13.1,44,812,322,87,4.5,0,24.3
2021-07-11T02:00:00Z,2021-07-11T01:00:00Z,PT60M,15.5,52,902,500,80,5.7,0,23
2021-07-11T03:00:00Z,2021-07-11T02:00:00Z,PT60M,17.6,56,945,630,74,5.8,0,22.1
2021-07-11T04:00:00Z,2021-07-11T03:00:00Z,PT60M,19.2,58,962,700,65,5.2,0,21.2
2021-07-11T05:00:00Z,2021-07-11T04:00:00Z,PT60M,20.4,59,961,702,51,4.4,0,20.8
2021-07-11T06:00:00Z,2021-07-11T05:00:00Z,PT60M,21.4,57,943,639,33,4.3,0,20.7
2021-07-11T07:00:00Z,2021-07-11T06:00:00Z,PT60M,22.1,53,905,515,26,4.5,0,20.7
2021-07-11T08:00:00Z,2021-07-11T07:00:00Z,PT60M,22.1,45,824,342,27,4.5,0,20.8
2021-07-11T09:00:00Z,2021-07-11T08:00:00Z,PT60M,20.8,32,579,140,35,3.7,0,21.1
2021-07-11T10:00:00Z,2021-07-11T09:00:00Z,PT60M,18.6,3,36,7,54,3.4,0,21.4
2021-07-11T11:00:00Z,2021-07-11T10:00:00Z,PT60M,17.1,0,0,0,62,3.8,0,22.1
2021-07-11T12:00:00Z,2021-07-11T11:00:00Z,PT60M,16.3,0,0,0,62,4,0,23.4
2021-07-11T13:00:00Z,2021-07-11T12:00:00Z,PT60M,15.6,0,0,0,57,4,0,24.7
2021-07-11T14:00:00Z,2021-07-11T13:00:00Z,PT60M,14.9,0,0,0,51,3.9,0,25.5
2021-07-11T15:00:00Z,2021-07-11T14:00:00Z,PT60M,14.4,0,0,0,46,4,0,25.8
2021-07-11T16:00:00Z,2021-07-11T15:00:00Z,PT60M,14.1,0,0,0,43,4.3,0,26.1
2021-07-11T17:00:00Z,2021-07-11T16:00:00Z,PT60M,13.8,0,0,0,43,4.5,0,26.2
2021-07-11T18:00:00Z,2021-07-11T17:00:00Z,PT60M,13.5,0,0,0,39,4.4,0,26.1
2021-07-11T19:00:00Z,2021-07-11T18:00:00Z,PT60M,13.2,0,0,0,33,4.4,0,26
2021-07-11T20:00:00Z,2021-07-11T19:00:00Z,PT60M,12.9,0,0,0,31,4.5,0,25.5
2021-07-11T21:00:00Z,2021-07-11T20:00:00Z,PT60M,12.5,0,0,0,30,4.3,0,24.5
2021-07-11T22:00:00Z,2021-07-11T21:00:00Z,PT60M,12.3,0,0,0,28,4.5,0,23.6
2021-07-11T23:00:00Z,2021-07-11T22:00:00Z,PT60M,12.1,2,2,2,25,4.9,0,22.9
2021-07-12T00:00:00Z,2021-07-11T23:00:00Z,PT60M,13.3,68,0,68,19,5.4,0,22.6
2021-07-12T01:00:00Z,2021-07-12T00:00:00Z,PT60M,16.5,151,0,151,10,6.8,0,22.3
2021-07-12T02:00:00Z,2021-07-12T01:00:00Z,PT60M,19.9,237,0,237,3,8.3,0,22
2021-07-12T03:00:00Z,2021-07-12T02:00:00Z,PT60M,22.4,328,38,353,355,8.9,0,21.7
2021-07-12T04:00:00Z,2021-07-12T03:00:00Z,PT60M,24.2,352,227,505,345,9.3,0,21.5
2021-07-12T05:00:00Z,2021-07-12T04:00:00Z,PT60M,25.5,348,232,505,335,9.5,0,21.4
2021-07-12T06:00:00Z,2021-07-12T05:00:00Z,PT60M,26.1,346,14,355,327,9.8,0,21.3
2021-07-12T07:00:00Z,2021-07-12T06:00:00Z,PT60M,26.3,282,101,334,321,9.8,0,21.2
2021-07-12T08:00:00Z,2021-07-12T07:00:00Z,PT60M,26.4,177,37,193,313,8.9,0,21.4
2021-07-12T09:00:00Z,2021-07-12T08:00:00Z,PT60M,25,72,17,74,290,7.8,0,21.7
2021-07-12T10:00:00Z,2021-07-12T09:00:00Z,PT60M,22.6,3,0,3,274,7.6,0,22
2021-07-12T11:00:00Z,2021-07-12T10:00:00Z,PT60M,21.2,0,0,0,277,7.8,0,23.1
2021-07-12T12:00:00Z,2021-07-12T11:00:00Z,PT60M,20.4,0,0,0,272,7.8,0,24.8
2021-07-12T13:00:00Z,2021-07-12T12:00:00Z,PT60M,19.2,0,0,0,263,6.3,0,26.5
2021-07-12T14:00:00Z,2021-07-12T13:00:00Z,PT60M,18,0,0,0,279,5.1,0,28.2
2021-07-12T15:00:00Z,2021-07-12T14:00:00Z,PT60M,17.3,0,0,0,296,5.1,0,30.1
2021-07-12T16:00:00Z,2021-07-12T15:00:00Z,PT60M,17.4,0,0,0,306,5.4,0,31.9
2021-07-12T17:00:00Z,2021-07-12T16:00:00Z,PT60M,17.7,0,0,0,314,5.7,0,33.2
2021-07-12T18:00:00Z,2021-07-12T17:00:00Z,PT60M,17.8,0,0,0,320,5.7,0,34.1
2021-07-12T19:00:00Z,2021-07-12T18:00:00Z,PT60M,17.8,0,0,0,316,6.4,0,34.9
2021-07-12T20:00:00Z,2021-07-12T19:00:00Z,PT60M,17.9,0,0,0,314,7.1,0,35
2021-07-12T21:00:00Z,2021-07-12T20:00:00Z,PT60M,17.8,0,0,0,307,6.9,0,34.5
2021-07-12T22:00:00Z,2021-07-12T21:00:00Z,PT60M,17.4,0,0,0,276,5.7,0,34
2021-07-12T23:00:00Z,2021-07-12T22:00:00Z,PT60M,16.9,1,0,1,252,5,0,33
2021-07-13T00:00:00Z,2021-07-12T23:00:00Z,PT60M,16.7,60,0,60,251,4.9,0,31.6
2021-07-13T01:00:00Z,2021-07-13T00:00:00Z,PT60M,16.7,147,100,188,250,5.4,0,30.3
2021-07-13T02:00:00Z,2021-07-13T01:00:00Z,PT60M,16.8,263,87,302,249,5.8,0,29.4
2021-07-13T03:00:00Z,2021-07-13T02:00:00Z,PT60M,17.2,347,52,379,251,6.7,0,29.1
2021-07-13T04:00:00Z,2021-07-13T03:00:00Z,PT60M,17.4,359,166,471,258,7.3,0,28.8
2021-07-13T05:00:00Z,2021-07-13T04:00:00Z,PT60M,17.7,364,11,372,264,7.4,0,28.3
2021-07-13T06:00:00Z,2021-07-13T05:00:00Z,PT60M,18.5,305,0,305,266,8.6,0,27.7
2021-07-13T07:00:00Z,2021-07-13T06:00:00Z,PT60M,18.6,290,24,303,270,9,0,27.1
2021-07-13T08:00:00Z,2021-07-13T07:00:00Z,PT60M,18.4,188,75,213,276,8.5,0,26.8
2021-07-13T09:00:00Z,2021-07-13T08:00:00Z,PT60M,18.4,85,61,96,282,7.4,0,26.7
2021-07-13T10:00:00Z,2021-07-13T09:00:00Z,PT60M,17.8,5,0,5,286,5.7,0,26.7
2021-07-13T11:00:00Z,2021-07-13T10:00:00Z,PT60M,17.2,0,0,0,285,5,0,27.1
2021-07-13T12:00:00Z,2021-07-13T11:00:00Z,PT60M,17.1,0,0,0,280,5.1,0,27.8
2021-07-13T13:00:00Z,2021-07-13T12:00:00Z,PT60M,17,0,0,0,273,5.6,0,28.5
2021-07-13T14:00:00Z,2021-07-13T13:00:00Z,PT60M,16.4,0,0,0,267,6,0,29
2021-07-13T15:00:00Z,2021-07-13T14:00:00Z,PT60M,15.6,0,0,0,262,5.8,0,29.5
2021-07-13T16:00:00Z,2021-07-13T15:00:00Z,PT60M,14.7,0,0,0,256,5.2,0,30
2021-07-13T17:00:00Z,2021-07-13T16:00:00Z,PT60M,13.7,0,0,0,248,4.3,0,30.1
2021-07-13T18:00:00Z,2021-07-13T17:00:00Z,PT60M,13,0,0,0,251,3.7,0,29.9
2021-07-13T19:00:00Z,2021-07-13T18:00:00Z,PT60M,12.6,0,0,0,258,3.5,0,29.7
2021-07-13T20:00:00Z,2021-07-13T19:00:00Z,PT60M,12.1,0,0,0,258,3.4,0,29.1
2021-07-13T21:00:00Z,2021-07-13T20:00:00Z,PT60M,11.7,0,0,0,258,3.5,0,28.2
2021-07-13T22:00:00Z,2021-07-13T21:00:00Z,PT60M,11.3,0,0,0,258,3.5,0,27.3
2021-07-13T23:00:00Z,2021-07-13T22:00:00Z,PT60M,11.1,2,19,3,260,3.5,0,26.1
2021-07-14T00:00:00Z,2021-07-13T23:00:00Z,PT60M,11.8,29,556,123,260,4,0,24.6
2021-07-14T01:00:00Z,2021-07-14T00:00:00Z,PT60M,13.5,45,807,323,255,4.9,0,23.2
2021-07-14T02:00:00Z,2021-07-14T01:00:00Z,PT60M,15.2,152,608,447,250,6,0,22.2
2021-07-14T03:00:00Z,2021-07-14T02:00:00Z,PT60M,16.6,291,336,497,248,6.7,0,21.6
2021-07-14T04:00:00Z,2021-07-14T03:00:00Z,PT60M,17.7,183,679,640,247,7.1,0,21.1
2021-07-14T05:00:00Z,2021-07-14T04:00:00Z,PT60M,18.6,61,957,708,247,7.3,0,20.8
2021-07-14T06:00:00Z,2021-07-14T05:00:00Z,PT60M,19,57,946,645,250,7.4,0,20.7
2021-07-14T07:00:00Z,2021-07-14T06:00:00Z,PT60M,19,54,905,521,252,7.5,0,20.6
2021-07-14T08:00:00Z,2021-07-14T07:00:00Z,PT60M,18.7,47,822,346,252,7.6,0,20.7
2021-07-14T09:00:00Z,2021-07-14T08:00:00Z,PT60M,17.9,33,593,145,250,7.1,0,21
2021-07-14T10:00:00Z,2021-07-14T09:00:00Z,PT60M,16.6,4,46,8,251,5.6,0,21.2
2021-07-14T11:00:00Z,2021-07-14T10:00:00Z,PT60M,15.5,0,0,0,257,4.5,0,21.7
2021-07-14T12:00:00Z,2021-07-14T11:00:00Z,PT60M,15,0,0,0,260,4.2,0,22.6
2021-07-14T13:00:00Z,2021-07-14T12:00:00Z,PT60M,14.9,0,0,0,254,4.5,0,23.5
2021-07-14T14:00:00Z,2021-07-14T13:00:00Z,PT60M,15.6,0,0,0,249,5.7,0,23.9
2021-07-14T15:00:00Z,2021-07-14T14:00:00Z,PT60M,15.7,0,0,0,244,6.1,0,23.8
2021-07-14T16:00:00Z,2021-07-14T15:00:00Z,PT60M,14.4,0,0,0,230,5,0,23.8
2021-07-14T17:00:00Z,2021-07-14T16:00:00Z,PT60M,13.3,0,0,0,225,4.2,0,23.7
2021-07-14T18:00:00Z,2021-07-14T17:00:00Z,PT60M,12.9,0,0,0,233,4.6,0,23.6
2021-07-14T19:00:00Z,2021-07-14T18:00:00Z,PT60M,12.7,0,0,0,229,5.8,0,23.5
2021-07-14T20:00:00Z,2021-07-14T19:00:00Z,PT60M,12,0,0,0,222,5.8,0,23.2
2021-07-14T21:00:00Z,2021-07-14T20:00:00Z,PT60M,11.2,0,0,0,220,5,0,22.7
2021-07-14T22:00:00Z,2021-07-14T21:00:00Z,PT60M,10.6,0,0,0,222,4.7,0,22.3
2021-07-14T23:00:00Z,2021-07-14T22:00:00Z,PT60M,10.2,2,12,3,220,5.1,0,21.9
2021-07-15T00:00:00Z,2021-07-14T23:00:00Z,PT60M,10.7,29,552,123,218,5.8,0,21.6
2021-07-15T01:00:00Z,2021-07-15T00:00:00Z,PT60M,12,45,808,325,215,7.3,0,21.3
2021-07-15T02:00:00Z,2021-07-15T01:00:00Z,PT60M,13.5,52,902,505,213,8.4,0,21.2
2021-07-15T03:00:00Z,2021-07-15T02:00:00Z,PT60M,14.7,55,952,639,213,8.4,0,21.1
2021-07-15T04:00:00Z,2021-07-15T03:00:00Z,PT60M,15.9,54,977,712,212,8.6,0,21
2021-07-15T05:00:00Z,2021-07-15T04:00:00Z,PT60M,16.8,54,978,716,208,8.8,0,20.9
2021-07-15T06:00:00Z,2021-07-15T05:00:00Z,PT60M,17.7,52,963,653,207,8.8,0,20.8
2021-07-15T07:00:00Z,2021-07-15T06:00:00Z,PT60M,18.2,48,930,529,205,8.7,0,20.7
2021-07-15T08:00:00Z,2021-07-15T07:00:00Z,PT60M,18.1,42,849,354,204,8.7,0,20.7
2021-07-15T09:00:00Z,2021-07-15T08:00:00Z,PT60M,17.2,30,634,150,202,8,0,20.9
2021-07-15T10:00:00Z,2021-07-15T09:00:00Z,PT60M,15.3,4,54,8,200,6.3,0,21
2021-07-15T11:00:00Z,2021-07-15T10:00:00Z,PT60M,13.8,0,0,0,194,5.5,0,21.9
2021-07-15T12:00:00Z,2021-07-15T11:00:00Z,PT60M,13,0,0,0,189,5,0,23.4
2021-07-15T13:00:00Z,2021-07-15T12:00:00Z,PT60M,12.3,0,0,0,186,4.6,0,24.9
2021-07-15T14:00:00Z,2021-07-15T13:00:00Z,PT60M,11.6,0,0,0,185,4.4,0,26
2021-07-15T15:00:00Z,2021-07-15T14:00:00Z,PT60M,11.1,0,0,0,181,4.5,0,26.7
2021-07-15T16:00:00Z,2021-07-15T15:00:00Z,PT60M,10.6,0,0,0,177,4.6,0,27.4
2021-07-15T17:00:00Z,2021-07-15T16:00:00Z,PT60M,9.9,0,0,0,175,4.6,0,27.8
2021-07-15T18:00:00Z,2021-07-15T17:00:00Z,PT60M,9.2,0,0,0,169,4.7,0,28
2021-07-15T19:00:00Z,2021-07-15T18:00:00Z,PT60M,8.5,0,0,0,158,4.3,0,28.1
2021-07-15T20:00:00Z,2021-07-15T19:00:00Z,PT60M,7.9,0,0,0,154,3.8,0,27.8
2021-07-15T21:00:00Z,2021-07-15T20:00:00Z,PT60M,7.4,0,0,0,154,3.6,0,26.9
2021-07-15T22:00:00Z,2021-07-15T21:00:00Z,PT60M,7,0,0,0,154,3.6,0,26
2021-07-15T23:00:00Z,2021-07-15T22:00:00Z,PT60M,6.8,2,19,3,156,3.9,0,25
2021-07-16T00:00:00Z,2021-07-15T23:00:00Z,PT60M,7.8,43,469,117,154,4.5,0,23.8
2021-07-16T01:00:00Z,2021-07-16T00:00:00Z,PT60M,10,48,796,326,148,5.5,0,22.6
2021-07-16T02:00:00Z,2021-07-16T01:00:00Z,PT60M,12.2,53,903,507,145,6.2,0,21.9
2021-07-16T03:00:00Z,2021-07-16T02:00:00Z,PT60M,14,57,946,639,141,6.3,0,21.7
2021-07-16T04:00:00Z,2021-07-16T03:00:00Z,PT60M,15.6,58,964,710,139,6.1,0,21.5
2021-07-16T05:00:00Z,2021-07-16T04:00:00Z,PT60M,16.9,59,965,714,140,5.8,0,21.3
2021-07-16T06:00:00Z,2021-07-16T05:00:00Z,PT60M,17.6,57,947,650,140,5.8,0,21.2
2021-07-16T07:00:00Z,2021-07-16T06:00:00Z,PT60M,18,53,906,525,142,5.9,0,21.1
2021-07-16T08:00:00Z,2021-07-16T07:00:00Z,PT60M,18,46,825,350,144,6.1,0,21.4
2021-07-16T09:00:00Z,2021-07-16T08:00:00Z,PT60M,17.2,33,601,148,141,5.7,0,22
2021-07-16T10:00:00Z,2021-07-16T09:00:00Z,PT60M,15.5,4,50,9,141,4.9,0,22.6
2021-07-16T11:00:00Z,2021-07-16T10:00:00Z,PT60M,14,0,0,0,143,4.2,0,24
2021-07-16T12:00:00Z,2021-07-16T11:00:00Z,PT60M,13.3,0,0,0,144,4.3,0,26.2
2021-07-16T13:00:00Z,2021-07-16T12:00:00Z,PT60M,12.7,0,0,0,145,4.3,0,28.4
2021-07-16T14:00:00Z,2021-07-16T13:00:00Z,PT60M,12.2,0,0,0,145,4.3,0,30
2021-07-16T15:00:00Z,2021-07-16T14:00:00Z,PT60M,11.6,0,0,0,145,4.2,0,31.1
2021-07-16T16:00:00Z,2021-07-16T15:00:00Z,PT60M,11,0,0,0,140,4.1,0,32.2
2021-07-16T17:00:00Z,2021-07-16T16:00:00Z,PT60M,10.5,0,0,0,135,3.9,0,32.7
2021-07-16T18:00:00Z,2021-07-16T17:00:00Z,PT60M,10.1,0,0,0,134,4,0,32.7
2021-07-16T19:00:00Z,2021-07-16T18:00:00Z,PT60M,9.8,0,0,0,130,4,0,32.7
2021-07-16T20:00:00Z,2021-07-16T19:00:00Z,PT60M,9.6,0,0,0,124,3.9,0,32.4
2021-07-16T21:00:00Z,2021-07-16T20:00:00Z,PT60M,9.3,0,0,0,120,3.7,0,31.7
2021-07-16T22:00:00Z,2021-07-16T21:00:00Z,PT60M,8.9,0,0,0,123,3.6,0,31.1
2021-07-16T23:00:00Z,2021-07-16T22:00:00Z,PT60M,8.7,2,0,2,120,3.6,0,30.4
2021-07-17T00:00:00Z,2021-07-16T23:00:00Z,PT60M,9.7,77,2,78,111,3.9,0,29.5
2021-07-17T01:00:00Z,2021-07-17T00:00:00Z,PT60M,11.8,124,391,269,103,4.6,0,28.6
2021-07-17T02:00:00Z,2021-07-17T01:00:00Z,PT60M,14,101,739,476,97,4.9,0,28.3
2021-07-17T03:00:00Z,2021-07-17T02:00:00Z,PT60M,15.6,108,805,605,92,4.4,0,28.5
2021-07-17T04:00:00Z,2021-07-17T03:00:00Z,PT60M,17,107,842,677,81,4.3,0,28.7
2021-07-17T05:00:00Z,2021-07-17T04:00:00Z,PT60M,17.9,198,631,628,74,3.9,0,28.9
2021-07-17T06:00:00Z,2021-07-17T05:00:00Z,PT60M,18.3,277,274,453,79,2.8,0,29.2
2021-07-17T07:00:00Z,2021-07-17T06:00:00Z,PT60M,18.5,231,0,231,85,2.4,0,29.5
2021-07-17T08:00:00Z,2021-07-17T07:00:00Z,PT60M,18.6,185,40,198,98,2.3,0,29.7
2021-07-17T09:00:00Z,2021-07-17T08:00:00Z,PT60M,18.3,82,94,102,118,2.3,0,30
2021-07-17T10:00:00Z,2021-07-17T09:00:00Z,PT60M,17.5,2,0,2,142,2.6,0,30.3
2021-07-17T11:00:00Z,2021-07-17T10:00:00Z,PT60M,16.8,0,0,0,149,3,0,30.8
2021-07-17T12:00:00Z,2021-07-17T11:00:00Z,PT60M,16,0,0,0,130,3,0,31.7
2021-07-17T13:00:00Z,2021-07-17T12:00:00Z,PT60M,15.1,0,0,0,119,3.1,0,32.5
2021-07-17T14:00:00Z,2021-07-17T13:00:00Z,PT60M,14.8,0,0,0,111,3,0,33
2021-07-17T15:00:00Z,2021-07-17T14:00:00Z,PT60M,14.9,0,0,0,97,2.9,0,33.1
2021-07-17T16:00:00Z,2021-07-17T15:00:00Z,PT60M,14.2,0,0,0,92,3,0,33.2
2021-07-17T17:00:00Z,2021-07-17T16:00:00Z,PT60M,13.1,0,0,0,90,3.3,0,32.5
2021-07-17T18:00:00Z,2021-07-17T17:00:00Z,PT60M,12.4,0,0,0,87,3.2,0,31
2021-07-17T19:00:00Z,2021-07-17T18:00:00Z,PT60M,11.9,0,0,0,81,3,0,29.5
2021-07-17T20:00:00Z,2021-07-17T19:00:00Z,PT60M,11.5,0,0,0,81,2.8,0,27.6
2021-07-17T21:00:00Z,2021-07-17T20:00:00Z,PT60M,11.1,0,0,0,79,2.5,0,25.6
2021-07-17T22:00:00Z,2021-07-17T21:00:00Z,PT60M,10.8,0,0,0,74,2.8,0,23.5
2021-07-17T23:00:00Z,2021-07-17T22:00:00Z,PT60M,10.7,2,20,4,73,2.9,0,22
2021-07-18T00:00:00Z,2021-07-17T23:00:00Z,PT60M,11.5,35,484,120,70,2.9,0,20.9
2021-07-18T01:00:00Z,2021-07-18T00:00:00Z,PT60M,13.7,99,554,293,64,3.3,0,19.8
2021-07-18T02:00:00Z,2021-07-18T01:00:00Z,PT60M,16,173,517,434,59,3.8,0,19.3
2021-07-18T03:00:00Z,2021-07-18T02:00:00Z,PT60M,17.9,139,722,589,51,4,0,19.4
2021-07-18T04:00:00Z,2021-07-18T03:00:00Z,PT60M,19.3,65,933,699,41,3.8,0,19.5
2021-07-18T05:00:00Z,2021-07-18T04:00:00Z,PT60M,20.3,65,934,703,30,3,0,19.5
2021-07-18T06:00:00Z,2021-07-18T05:00:00Z,PT60M,21.1,63,918,641,18,2.1,0,19.5
2021-07-18T07:00:00Z,2021-07-18T06:00:00Z,PT60M,21.5,57,881,519,12,1.6,0,19.5
2021-07-18T08:00:00Z,2021-07-18T07:00:00Z,PT60M,21.7,75,676,333,10,1.2,0,19.6
2021-07-18T09:00:00Z,2021-07-18T08:00:00Z,PT60M,20.9,69,296,124,13,0.3,0,19.7
2021-07-18T10:00:00Z,2021-07-18T09:00:00Z,PT60M,18.9,6,0,6,115,0.6,0,19.8
2021-07-18T11:00:00Z,2021-07-18T10:00:00Z,PT60M,17.7,0,0,0,103,1.3,0,20
2021-07-18T12:00:00Z,2021-07-18T11:00:00Z,PT60M,17.7,0,0,0,100,1.9,0,20.2
2021-07-18T13:00:00Z,2021-07-18T12:00:00Z,PT60M,17.5,0,0,0,99,2.3,0,20.4
2021-07-18T14:00:00Z,2021-07-18T13:00:00Z,PT60M,16.9,0,0,0,96,2.3,0,20.8
2021-07-18T15:00:00Z,2021-07-18T14:00:00Z,PT60M,16.3,0,0,0,91,2.2,0,21.3
2021-07-18T16:00:00Z,2021-07-18T15:00:00Z,PT60M,15.9,0,0,0,84,2.2,0,21.8
2021-07-18T17:00:00Z,2021-07-18T16:00:00Z,PT60M,15.3,0,0,0,78,2.1,0,22.2
2021-07-18T18:00:00Z,2021-07-18T17:00:00Z,PT60M,14.9,0,0,0,66,2.2,0,22.4
2021-07-18T19:00:00Z,2021-07-18T18:00:00Z,PT60M,14.8,0,0,0,58,2.5,0,22.5
2021-07-18T20:00:00Z,2021-07-18T19:00:00Z,PT60M,14.4,0,0,0,58,2.4,0,22.4
2021-07-18T21:00:00Z,2021-07-18T20:00:00Z,PT60M,13.8,0,0,0,68,2.6,0,22
2021-07-18T22:00:00Z,2021-07-18T21:00:00Z,PT60M,13.5,0,0,0,63,2.8,0,21.7
2021-07-18T23:00:00Z,2021-07-18T22:00:00Z,PT60M,13.5,2,20,4,48,3.1,0,21.3
2021-07-19T00:00:00Z,2021-07-18T23:00:00Z,PT60M,14.4,65,123,82,42,3.2,0,21
2021-07-19T01:00:00Z,2021-07-19T00:00:00Z,PT60M,16.4,122,7,124,35,3.8,0,20.7
2021-07-19T02:00:00Z,2021-07-19T01:00:00Z,PT60M,18.5,217,12,224,31,4.5,0,20.5
2021-07-19T03:00:00Z,2021-07-19T02:00:00Z,PT60M,20.3,314,213,449,31,4.9,0,20.6
2021-07-19T04:00:00Z,2021-07-19T03:00:00Z,PT60M,21.7,352,216,500,26,4.9,0,20.6
2021-07-19T05:00:00Z,2021-07-19T04:00:00Z,PT60M,23.1,205,604,618,25,4.5,0,20.6
2021-07-19T06:00:00Z,2021-07-19T05:00:00Z,PT60M,24.7,190,588,563,23,4.5,0,20.6
2021-07-19T07:00:00Z,2021-07-19T06:00:00Z,PT60M,25.5,72,824,504,9,4.7,0,20.6
2021-07-19T08:00:00Z,2021-07-19T07:00:00Z,PT60M,25.4,63,735,336,4,4.6,0,20.9
2021-07-19T09:00:00Z,2021-07-19T08:00:00Z,PT60M,24.3,33,598,148,10,4,0,21.4
2021-07-19T10:00:00Z,2021-07-19T09:00:00Z,PT60M,21.9,5,41,9,23,3.2,0,21.9
2021-07-19T11:00:00Z,2021-07-19T10:00:00Z,PT60M,19.9,0,0,0,37,2.9,0,22.5
2021-07-19T12:00:00Z,2021-07-19T11:00:00Z,PT60M,19.1,0,0,0,47,2.9,0,23.2
2021-07-19T13:00:00Z,2021-07-19T12:00:00Z,PT60M,18.5,0,0,0,47,3,0,23.9
2021-07-19T14:00:00Z,2021-07-19T13:00:00Z,PT60M,17.9,0,0,0,42,3.4,0,25
2021-07-19T15:00:00Z,2021-07-19T14:00:00Z,PT60M,17.3,0,0,0,42,3.6,0,26.7
2021-07-19T16:00:00Z,2021-07-19T15:00:00Z,PT60M,16.7,0,0,0,42,3.7,0,28.4
2021-07-19T17:00:00Z,2021-07-19T16:00:00Z,PT60M,16.3,0,0,0,39,3.9,0,29.3
2021-07-19T18:00:00Z,2021-07-19T17:00:00Z,PT60M,15.8,0,0,0,35,4,0,29.4
2021-07-19T19:00:00Z,2021-07-19T18:00:00Z,PT60M,15.3,0,0,0,34,3.8,0,29.5
2021-07-19T20:00:00Z,2021-07-19T19:00:00Z,PT60M,14.8,0,0,0,32,3.5,0,28.8
2021-07-19T21:00:00Z,2021-07-19T20:00:00Z,PT60M,14.3,0,0,0,32,3.4,0,27.2
2021-07-19T22:00:00Z,2021-07-19T21:00:00Z,PT60M,14.1,0,0,0,36,3.3,0,25.6
2021-07-19T23:00:00Z,2021-07-19T22:00:00Z,PT60M,14,2,24,4,41,3.3,0,24.4
2021-07-20T00:00:00Z,2021-07-19T23:00:00Z,PT60M,15.2,45,432,118,47,3.3,0,23.7
2021-07-20T01:00:00Z,2021-07-20T00:00:00Z,PT60M,18.1,48,784,326,46,4.2,0,23
2021-07-20T02:00:00Z,2021-07-20T01:00:00Z,PT60M,21.2,55,881,505,36,5.4,0,22.5
2021-07-20T03:00:00Z,2021-07-20T02:00:00Z,PT60M,24,60,924,636,22,6.1,0,22.3
2021-07-20T04:00:00Z,2021-07-20T03:00:00Z,PT60M,26.1,63,943,707,8,6.6,0,22.1
2021-07-20T05:00:00Z,2021-07-20T04:00:00Z,PT60M,27.6,63,945,713,358,6.8,0,21.7
2021-07-20T06:00:00Z,2021-07-20T05:00:00Z,PT60M,28.3,61,929,650,351,6.9,0,21.2
2021-07-20T07:00:00Z,2021-07-20T06:00:00Z,PT60M,28.6,55,892,527,342,7,0,20.7
2021-07-20T08:00:00Z,2021-07-20T07:00:00Z,PT60M,28.5,48,812,354,332,7.1,0,20.4
2021-07-20T09:00:00Z,2021-07-20T08:00:00Z,PT60M,27.1,33,620,154,330,5.9,0,20.4
2021-07-20T10:00:00Z,2021-07-20T09:00:00Z,PT60M,24.7,4,67,10,342,4.6,0,20.4
2021-07-20T11:00:00Z,2021-07-20T10:00:00Z,PT60M,23,0,0,0,354,4.7,0,20.9
2021-07-20T12:00:00Z,2021-07-20T11:00:00Z,PT60M,22,0,0,0,353,4.8,0,21.8
2021-07-20T13:00:00Z,2021-07-20T12:00:00Z,PT60M,21.1,0,0,0,340,4.4,0,22.7
2021-07-20T14:00:00Z,2021-07-20T13:00:00Z,PT60M,20.2,0,0,0,328,4.2,0,23.2
2021-07-20T15:00:00Z,2021-07-20T14:00:00Z,PT60M,19.6,0,0,0,321,4.1,0,23.4
