Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433
Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673
Temperature,Speed,Direction,Pressure,Temperature,Speed,Direction,Pressure
C,m/s,degrees,atm,C,m/s,degrees,atm
20.4,12.983,171.3,0.9762644954354799,20.4,9.326663998431716,171.3,0.9762644954354799
19.8,12.848,171.2,0.9762644954354799,19.8,9.229683359150481,171.2,0.9762644954354799
19.3,12.584,168.3,0.9765605724154947,19.3,9.04003233122273,168.3,0.9765605724154947
18.9,12.514,166.3,0.9771527263755243,18.9,8.989746073817646,166.3,0.9771527263755243
18.5,12.56,164.2,0.977744880335554,18.5,9.022791328683844,164.2,0.977744880335554
18.6,11.395,164.6,0.978238341968912,18.6,8.18588433044207,164.6,0.978238341968912
18.9,9.353,165.8,0.9786331112755984,18.9,6.718962364425158,165.8,0.9786331112755984
19.3,8.561,166.8,0.9789291882556131,19.3,6.1500092806419095,166.8,0.9789291882556131
19.9,8.445,165.1,0.9790278805822847,19.9,6.066677768370626,165.1,0.9790278805822847
20.5,8.771,165.4,0.9789291882556131,20.5,6.300868052857166,165.4,0.9789291882556131
21.2,8.536,168.1,0.9788304959289414,21.2,6.132049902997236,168.1,0.9788304959289414
21.5,8.66,171.5,0.97873180360227,21.5,6.221128416114817,171.5,0.97873180360227
21.5,8.935,172.8,0.9788304959289414,21.5,6.418681570206222,172.8,0.9788304959289414
21.4,9.072,173.6,0.9789291882556131,21.4,6.517098959699031,173.6,0.9789291882556131
21.1,9.462,174.7,0.9791265729089563,21.1,6.797265250955934,174.7,0.9791265729089563
20.7,9.958,177.0,0.9795213422156427,20.7,7.153579303426252,177.0,0.9795213422156427
20.3,10.412,179.4,0.9799161115223292,20.3,7.479721601453518,179.4,0.9799161115223292
19.9,11.363,181.7,0.9805082654823587,19.9,8.162896327056888,181.7,0.9805082654823587
19.4,12.644,183.0,0.98119911176906,19.4,9.083134837569947,183.0,0.98119911176906
18.9,11.868,175.4,0.9819886503824328,18.9,8.52567575547929,175.4,0.9819886503824328
18.5,10.529,162.1,0.9822847273624475,18.5,7.5637714888305885,162.1,0.9822847273624475
18.1,9.881,165.0,0.9823834196891191,18.1,7.098264420280658,165.0,0.9823834196891191
17.7,8.661,153.9,0.9823834196891191,17.7,6.221846791220602,153.9,0.9823834196891191
17.4,6.736,147.4,0.9823834196891191,17.4,4.838974712580762,147.4,0.9823834196891191
17.1,5.251,150.5,0.9823834196891191,17.1,3.7721876804871712,150.5,0.9823834196891191
16.9,4.608,155.5,0.9823834196891191,16.9,3.3102724874661744,155.5,0.9823834196891191
16.8,4.039,156.0,0.982679496669134,16.8,2.901517052273411,156.0,0.982679496669134
16.7,3.75,152.1,0.9831729583024921,16.7,2.6939066467009884,152.1,0.9831729583024921
16.6,2.953,135.6,0.98366641993585,16.6,2.1213616873888053,135.6,0.98366641993585
17.0,2.481,107.8,0.9840611892425364,17.0,1.7822886374573739,107.8,0.9840611892425364
17.8,2.201,74.9,0.9842585738958796,17.8,1.5811436078370336,74.9,0.9842585738958796
18.6,2.254,44.1,0.9845546508758944,18.6,1.6192174884437407,44.1,0.9845546508758944
19.1,0.908,47.3,0.9845546508758944,19.1,0.6522845960545327,47.3,0.9845546508758944
19.3,1.043,50.3,0.9844559585492227,19.3,0.7492652353357683,50.3,0.9844559585492227
19.5,1.401,19.6,0.9843572662225512,19.5,1.0064435232074893,19.6,0.9843572662225512
19.8,1.557,313.5,0.9841598815692081,19.8,1.1185100397102503,313.5,0.9841598815692081
20.2,2.266,302.6,0.9839624969158648,20.2,1.627837989713184,302.6,0.9839624969158648
20.6,2.818,161.0,0.9838638045891932,20.6,2.0243810481075695,161.0,0.9838638045891932
20.5,5.614,138.6,0.9838638045891932,20.5,4.032957843887826,138.6,0.9838638045891932
20.1,5.718,140.1,0.9839624969158648,20.1,4.107668854889667,140.1,0.9839624969158648
19.7,6.183,146.7,0.9841598815692081,19.7,4.44171327908059,146.7,0.9841598815692081
19.0,8.486,158.2,0.9844559585492227,19.0,6.096131147707891,158.2,0.9844559585492227
18.2,9.213,161.0,0.9847520355292375,18.2,6.618389849614989,161.0,0.9847520355292375
17.4,9.341,163.9,0.9851468048359241,17.4,6.7103418631557155,163.9,0.9851468048359241
17.0,9.564,165.1,0.9852454971625956,17.0,6.870539511746202,165.1,0.9852454971625956
16.8,11.782,170.3,0.9852454971625956,16.8,8.463895496381612,170.3,0.9852454971625956
16.7,10.234,161.0,0.9851468048359241,16.7,7.351850832623445,161.0,0.9851468048359241
16.6,8.487,150.9,0.9850481125092524,16.6,6.0968495228136765,150.9,0.9850481125092524
16.4,7.421,149.5,0.9848507278559092,16.4,5.33106166004481,149.5,0.9848507278559092
16.2,6.289,140.4,0.9847520355292375,16.2,4.5178610402940045,140.4,0.9847520355292375
16.1,3.867,140.4,0.9848507278559092,16.1,2.7779565340780596,140.4,0.9848507278559092
16.0,2.915,124.5,0.9852454971625956,16.0,2.0940634333689014,124.5,0.9852454971625956
16.0,1.256,127.6,0.985640266469282,16.0,0.9022791328683845,127.6,0.985640266469282
16.6,1.196,52.6,0.9859363434492968,16.6,0.8591766265211687,52.6,0.9859363434492968
17.5,2.104,13.5,0.9861337281026401,17.5,1.5114612225757014,13.5,0.9861337281026401
18.5,2.606,358.9,0.9863311127559832,18.5,1.8720855256807403,358.9,0.9863311127559832
19.3,2.809,343.8,0.9862324204293116,19.3,2.017915672155487,343.8,0.9862324204293116
19.9,3.926,343.2,0.9859363434492968,19.9,2.8203406653194882,343.2,0.9859363434492968
20.4,4.336,326.5,0.985640266469282,20.4,3.11487445869213,326.5,0.985640266469282
20.9,5.351,297.6,0.9851468048359241,20.9,3.8440251910658643,297.6,0.9851468048359241
21.5,7.362,292.1,0.9845546508758944,21.5,5.2886775288033805,292.1,0.9845546508758944
22.0,8.312,284.0,0.9839624969158648,22.0,5.971133879300964,284.0,0.9839624969158648
22.2,7.691,286.5,0.98366641993585,22.2,5.525022938607281,286.5,0.98366641993585
22.1,4.677,141.4,0.98366641993585,22.1,3.3598403697654726,141.4,0.98366641993585
21.9,7.69,153.4,0.9835677276091784,21.9,5.524304563501494,153.4,0.9835677276091784
21.1,10.805,170.9,0.98366641993585,21.1,7.76204301802778,170.9,0.98366641993585
19.8,12.066,184.1,0.9838638045891932,19.8,8.667914026425102,184.1,0.9838638045891932
18.4,13.077,184.7,0.9840611892425364,18.4,9.394191258375686,184.7,0.9840611892425364
17.7,12.524,174.1,0.9840611892425364,17.7,8.996929824875513,174.1,0.9840611892425364
17.5,9.99,161.8,0.9839624969158648,17.5,7.1765673068114335,161.8,0.9839624969158648
17.4,8.338,156.1,0.9838638045891932,17.4,5.989811632051424,156.1,0.9838638045891932
17.2,7.935,155.1,0.98366641993585,17.2,5.700306464419291,155.1,0.98366641993585
16.9,7.551,150.5,0.9834690352825067,16.9,5.4244504237971105,150.5,0.9834690352825067
16.6,6.06,147.0,0.9831729583024921,16.6,4.353353141068797,147.0,0.9831729583024921
16.4,3.295,142.0,0.9832716506291636,16.4,2.3670459735679352,142.0,0.9832716506291636
16.4,2.149,57.5,0.9835677276091784,16.4,1.5437881023361133,57.5,0.9835677276091784
16.4,2.914,23.2,0.9838638045891932,16.4,2.093345058263115,23.2,0.9838638045891932
17.6,5.773,5.8,0.9841598815692081,17.6,4.147179485707948,5.8,0.9841598815692081
19.7,8.736,356.6,0.9843572662225512,19.7,6.275724924154623,356.6,0.9843572662225512
21.9,4.032,334.7,0.9845546508758944,21.9,2.896488426532903,334.7,0.9845546508758944
23.2,5.005,340.2,0.9845546508758944,23.2,3.595467404463586,340.2,0.9845546508758944
23.8,9.183,322.2,0.9844559585492227,23.8,6.596838596441381,322.2,0.9844559585492227
24.4,9.424,315.2,0.9843572662225512,24.4,6.769966996936031,315.2,0.9843572662225512
24.9,8.647,312.4,0.9840611892425364,24.9,6.211789539739586,312.4,0.9840611892425364
25.4,8.078,308.8,0.9835677276091784,25.4,5.803034104546822,308.8,0.9835677276091784
25.9,7.755,303.3,0.9831729583024921,25.9,5.570998945377644,303.3,0.9831729583024921
25.7,8.025,330.1,0.9829755736491488,25.7,5.764960223940116,330.1,0.9829755736491488
25.1,8.898,317.6,0.9830742659758204,25.1,6.392101691292106,317.6,0.9830742659758204
24.4,5.939,321.3,0.9831729583024921,24.4,4.2664297532685795,321.3,0.9831729583024921
23.3,9.542,324.7,0.9835677276091784,23.3,6.854735259418888,324.7,0.9835677276091784
21.8,4.395,161.4,0.9840611892425364,21.8,3.157258589933558,161.4,0.9840611892425364
20.2,12.365,176.8,0.9845546508758944,20.2,8.882708183055394,176.8,0.9845546508758944
19.2,12.856,174.8,0.9849494201825808,19.2,9.235430359996775,174.8,0.9849494201825808
18.6,13.026,165.5,0.9852454971625956,18.6,9.357554127980555,165.5,0.9852454971625956
18.0,13.209,179.1,0.9855415741426105,18.0,9.489016772339562,179.1,0.9855415741426105
17.5,14.021,164.7,0.9857389587959535,17.5,10.07233735823855,164.7,0.9857389587959535
17.1,11.459,154.2,0.9858376511226252,17.1,8.231860337212433,154.2,0.9858376511226252
16.7,8.986,142.4,0.9858376511226252,16.7,6.455318700601356,142.4,0.9858376511226252
16.5,7.407,129.2,0.9861337281026401,16.5,5.321004408563793,129.2,0.9861337281026401
16.5,6.713,121.4,0.9866271897359981,16.5,4.822452085147663,121.4,0.9866271897359981
16.5,6.608,113.1,0.9870219590426844,16.5,4.747022699040035,113.1,0.9870219590426844
17.4,5.745,104.3,0.9874167283493709,17.4,4.127064982745915,104.3,0.9874167283493709
19.0,4.752,96.2,0.9877128053293855,19.0,3.4137185026994925,96.2,0.9877128053293855
20.6,4.227,83.8,0.9880088823094004,20.6,3.036571572161354,83.8,0.9880088823094004
21.5,2.319,69.9,0.9879101899827288,21.5,1.6659118703198912,69.9,0.9879101899827288
22.0,2.363,78.8,0.9876141130027141,22.0,1.6975203749745162,78.8,0.9876141130027141
22.4,2.259,41.3,0.9873180360226992,22.4,1.6228093639726755,41.3,0.9873180360226992
22.9,2.421,1.5,0.9870219590426844,22.9,1.739186131110158,1.5,0.9870219590426844
23.4,3.541,316.6,0.9867258820626695,23.4,2.54376624959152,316.6,0.9867258820626695
23.9,6.954,306.8,0.9863311127559832,23.9,4.9955804856423125,306.8,0.9863311127559832
23.9,5.87,288.0,0.9862324204293116,23.9,4.216861870969281,288.0,0.9862324204293116
23.5,6.605,194.6,0.9863311127559832,23.5,4.744867573722675,194.6,0.9863311127559832
23.0,12.244,186.0,0.9863311127559832,23.0,8.795784795255175,186.0,0.9863311127559832
22.0,13.762,183.6,0.9867258820626695,22.0,9.886278205839735,183.6,0.9867258820626695
20.7,13.082,173.6,0.9872193436960276,20.7,9.397783133904623,173.6,0.9872193436960276
19.2,11.94,169.7,0.9878114976560572,19.2,8.577398763095948,169.7,0.9878114976560572
18.4,10.999,181.1,0.9881075746360721,18.4,7.901407788550447,181.1,0.9881075746360721
17.9,11.765,182.3,0.9883049592894152,17.9,8.451683119583235,182.3,0.9883049592894152
17.5,11.762,184.8,0.9885023439427585,17.5,8.449527994265875,184.8,0.9885023439427585
17.0,12.997,184.2,0.9885023439427585,17.0,9.336721249912733,184.2,0.9885023439427585
16.6,13.485,181.1,0.9884036516160869,16.6,9.687288301536755,181.1,0.9884036516160869
16.2,14.233,189.3,0.9882062669627436,16.2,10.22463288066538,189.3,0.9882062669627436
16.0,13.283,182.2,0.9884036516160869,16.0,9.542176530167794,182.2,0.9884036516160869
15.9,12.65,180.0,0.9887984209227733,15.9,9.087445088204667,180.0,0.9887984209227733
15.9,13.297,171.6,0.9891931902294596,15.9,9.552233781648813,171.6,0.9891931902294596
16.7,12.743,172.3,0.9894892672094745,16.7,9.154253973042852,172.3,0.9894892672094745
18.1,13.768,179.3,0.9896866518628176,18.1,9.890588456474458,179.3,0.9896866518628176
19.6,13.28,175.4,0.9898840365161609,19.6,9.540021404850433,175.4,0.9898840365161609
20.7,11.828,187.5,0.9896866518628176,20.7,8.496940751247811,187.5,0.9896866518628176
21.6,11.515,189.0,0.9891931902294596,21.6,8.272089343136502,189.0,0.9891931902294596
22.3,10.81,187.9,0.9886997285961016,22.3,7.765634893556717,187.9,0.9886997285961016
23.0,10.97,171.8,0.9882062669627436,23.0,7.8805749104826255,171.8,0.9882062669627436
23.5,11.745,179.3,0.9877128053293855,23.5,8.437315617467496,179.3,0.9877128053293855
24.1,11.763,185.8,0.9872193436960276,24.1,8.45024636937166,185.8,0.9872193436960276
24.1,12.246,186.4,0.9868245743893412,24.1,8.797221545466748,186.4,0.9868245743893412
23.7,13.674,180.6,0.9866271897359981,23.7,9.823061196530483,180.6,0.9866271897359981
23.3,12.442,173.4,0.9865284974093265,23.3,8.938023066200985,173.4,0.9865284974093265
22.4,13.247,173.1,0.9864298050826549,22.4,9.516315026359466,173.1,0.9864298050826549
21.1,14.565,176.1,0.9865284974093265,21.1,10.46313341578664,176.1,0.9865284974093265
19.7,14.682,166.7,0.9866271897359981,19.7,10.547183303163711,166.7,0.9866271897359981
19.0,17.531,165.4,0.9866271897359981,19.0,12.593833979550674,165.4,0.9866271897359981
18.8,16.701,162.1,0.9865284974093265,18.8,11.997582641747522,162.1,0.9865284974093265
18.8,14.971,162.3,0.9864298050826549,18.8,10.754793708736134,162.3,0.9864298050826549
18.5,14.491,165.3,0.9861337281026401,18.5,10.409973657958405,165.3,0.9861337281026401
18.0,14.105,164.7,0.985640266469282,18.0,10.132680867124652,164.7,0.985640266469282
17.5,14.813,162.7,0.9851468048359241,17.5,10.641290442021798,162.7,0.9851468048359241
17.2,14.551,157.5,0.9850481125092524,17.2,10.453076164305623,157.5,0.9850481125092524
17.1,14.078,155.9,0.9850481125092524,17.1,10.113284739268405,155.9,0.9850481125092524
17.0,13.122,155.6,0.9850481125092524,17.0,9.426518138136098,155.6,0.9850481125092524
18.2,12.214,153.9,0.9849494201825808,18.2,8.774233542081566,153.9,0.9849494201825808
20.2,11.717,157.7,0.9847520355292375,20.2,8.417201114505463,157.7,0.9847520355292375
22.4,11.642,159.8,0.9844559585492227,22.4,8.363322981571441,159.8,0.9844559585492227
23.8,12.023,162.6,0.9840611892425364,23.8,8.637023896876263,162.6,0.9840611892425364
24.7,12.59,162.5,0.9835677276091784,24.7,9.044342581857451,162.5,0.9835677276091784
25.5,13.296,165.8,0.9829755736491488,25.5,9.551515406543025,165.8,0.9829755736491488
26.5,13.42,169.5,0.9821860350357761,26.5,9.640593919660605,169.5,0.9821860350357761
27.7,13.552,171.5,0.98119911176906,27.7,9.735419433624479,171.5,0.98119911176906
29.0,13.486,174.9,0.9803108808290155,29.0,9.688006676642543,174.9,0.9803108808290155
29.1,13.78,177.8,0.9795213422156427,29.1,9.899208957743898,177.8,0.9795213422156427
28.4,13.753,179.5,0.9790278805822847,28.4,9.879812829887651,179.5,0.9790278805822847
27.6,14.032,181.6,0.9784357266222551,27.6,10.080239484402204,181.6,0.9784357266222551
26.8,15.073,183.7,0.9781396496422403,26.8,10.8280679695264,183.7,0.9781396496422403
25.9,15.232,177.3,0.9780409573155687,25.9,10.94228961134652,177.3,0.9780409573155687
25.1,13.983,168.1,0.9780409573155687,25.1,10.045039104218647,168.1,0.9780409573155687
24.7,13.91,164.4,0.9776461880088824,24.7,9.9925977214962,164.4,0.9776461880088824
24.7,13.836,168.4,0.9771527263755243,24.7,9.939437963667967,168.4,0.9771527263755243
24.7,13.742,171.4,0.9765605724154947,24.7,9.871910703723996,171.4,0.9765605724154947
24.7,13.806,172.5,0.9758697261287934,24.7,9.91788671049436,172.5,0.9758697261287934
24.7,13.842,172.3,0.9750801875154207,24.7,9.943748214302689,172.3,0.9750801875154207
24.8,13.25,166.3,0.9742906489020479,24.8,9.518470151676825,166.3,0.9742906489020479
24.8,12.69,162.4,0.9738958795953614,24.8,9.116180092436144,162.4,0.9738958795953614
24.9,12.195,157.9,0.9736984949420183,24.9,8.760584415071616,157.9,0.9736984949420183
24.9,10.815,153.0,0.9735998026153466,24.9,7.76922676908565,153.0,0.9735998026153466
25.6,9.755,156.9,0.973501110288675,25.6,7.007749156951506,156.9,0.973501110288675
26.8,7.792,158.8,0.9733037256353319,26.8,5.597578824291761,158.8,0.9733037256353319
28.0,7.451,170.1,0.9732050333086603,28.0,5.352612913218417,170.1,0.9732050333086603
28.2,7.391,173.5,0.9731063409819887,28.2,5.309510406871202,173.5,0.9731063409819887
27.6,7.216,169.6,0.9731063409819887,27.6,5.183794763358489,169.6,0.9731063409819887
26.9,6.958,166.2,0.9731063409819887,26.9,4.998453986065461,166.2,0.9731063409819887
26.0,6.992,166.2,0.9733037256353319,26.0,5.022878739662216,166.2,0.9733037256353319
25.0,7.003,164.9,0.9735998026153466,25.0,5.030780865825873,164.9,0.9735998026153466
24.0,6.966,164.3,0.9739945719220331,24.0,5.004200986911756,164.3,0.9739945719220331
23.1,7.398,170.0,0.974488033555391,23.1,5.31453903261171,170.0,0.974488033555391
22.2,7.677,173.1,0.9751788798420923,22.2,5.514965687126264,173.1,0.9751788798420923
21.5,8.014,180.4,0.9758697261287934,21.5,5.757058097776459,180.4,0.9758697261287934
20.7,8.6,186.2,0.976757957068838,20.7,6.1780259097676,186.2,0.976757957068838
20.0,10.526,189.3,0.9776461880088824,20.0,7.561616363513228,189.3,0.9776461880088824
19.4,12.106,187.4,0.9785344189489267,19.4,8.696649030656578,187.4,0.9785344189489267
19.0,12.516,179.4,0.9790278805822847,19.0,8.99118282402922,179.4,0.9790278805822847
18.9,10.036,158.1,0.979225265235628,18.9,7.209612561677631,158.1,0.979225265235628
18.9,9.172,155.8,0.9793239575622995,18.9,6.588936470277725,155.8,0.9793239575622995
18.7,8.238,152.9,0.9795213422156427,18.7,5.9179741214727315,152.9,0.9795213422156427
18.5,7.439,151.1,0.9798174191956575,18.5,5.343992411948975,151.1,0.9798174191956575
18.3,6.459,141.0,0.9801134961756723,18.3,4.639984808277782,141.0,0.9801134961756723
18.1,5.69,142.7,0.9805082654823587,18.1,4.087554351927634,142.7,0.9805082654823587
18.0,4.905,139.8,0.98119911176906,18.0,3.5236298938848933,139.8,0.98119911176906
17.8,4.143,133.3,0.9817912657290895,17.8,2.976228063275252,133.3,0.9817912657290895
18.3,3.252,130.7,0.9821860350357761,18.3,2.336155844019097,130.7,0.9821860350357761
19.3,1.421,111.3,0.9824821120157907,19.3,1.020811025323228,111.3,0.9824821120157907
20.3,2.081,193.8,0.9827781889958055,20.3,1.494938595142602,193.8,0.9827781889958055
21.3,2.054,163.1,0.982679496669134,21.3,1.4755424672863546,163.1,0.982679496669134
22.3,2.4,166.4,0.9823834196891191,22.3,1.7241002538886325,166.4,0.9823834196891191
23.2,2.689,176.0,0.9820873427091044,23.2,1.9317106594610554,176.0,0.9820873427091044
24.0,3.516,169.2,0.9817912657290895,24.0,2.525806871946847,169.2,0.9817912657290895
24.7,4.624,154.4,0.9815938810757464,24.7,3.3217664891587653,154.4,0.9815938810757464
25.3,5.494,147.2,0.9813964964224031,25.3,3.946752831193395,147.2,0.9813964964224031
25.4,6.063,144.2,0.9813964964224031,25.4,4.355508266386158,144.2,0.9813964964224031
25.0,6.491,138.4,0.9815938810757464,25.0,4.662972811662964,138.4,0.9815938810757464
24.6,7.719,141.5,0.9818899580557612,24.6,5.545137441569315,141.5,0.9818899580557612
23.7,8.288,151.5,0.9822847273624475,23.7,5.953892876762079,151.5,0.9822847273624475
22.4,8.981,152.3,0.9827781889958055,22.4,6.451726825072421,152.3,0.9827781889958055
21.1,9.315,150.5,0.9833703429558351,21.1,6.691664110405254,150.5,0.9833703429558351
20.2,9.708,155.0,0.98366641993585,20.2,6.973985526979519,155.0,0.98366641993585
19.8,10.894,151.5,0.9837651122625215,19.8,7.825978402442818,151.5,0.9837651122625215
19.4,9.06,143.0,0.9839624969158648,19.4,6.508478458429589,143.0,0.9839624969158648
19.0,8.678,131.8,0.9838638045891932,19.0,6.234059168018981,131.8,0.9838638045891932
18.5,8.139,123.4,0.98366641993585,18.5,5.846854985999825,123.4,0.98366641993585
18.0,6.709,111.1,0.9833703429558351,18.0,4.819578584724515,111.1,0.9833703429558351
17.7,5.751,96.0,0.9832716506291636,17.7,4.131375233380637,96.0,0.9832716506291636
17.6,4.388,83.7,0.9833703429558351,17.6,3.15222996419305,83.7,0.9833703429558351
17.5,3.387,67.3,0.9833703429558351,17.5,2.433136483300333,67.3,0.9833703429558351
18.8,3.586,46.6,0.9831729583024921,18.8,2.576093129351932,46.6,0.9831729583024921
21.1,3.656,45.1,0.982679496669134,21.1,2.626379386757017,45.1,0.982679496669134
23.5,3.875,45.7,0.9822847273624475,23.5,2.7837035349243546,45.7,0.9822847273624475
25.4,2.376,60.8,0.981692573402418,25.4,1.7068592513497463,60.8,0.981692573402418
26.9,2.317,47.5,0.9810017271157168,26.9,1.6644751201083177,47.5,0.9810017271157168
28.4,3.823,2.7,0.9803108808290155,28.4,2.7463480294234346,2.7,0.9803108808290155
29.1,6.808,314.3,0.9798174191956575,29.1,4.890697720197421,314.3,0.9798174191956575
29.3,8.532,307.1,0.9794226498889711,29.3,6.12917640257409,307.1,0.9794226498889711
29.5,4.844,32.8,0.9791265729089563,29.5,3.47980901243189,32.8,0.9791265729089563
29.2,7.688,339.8,0.9789291882556131,29.2,5.52286781328992,339.8,0.9789291882556131
28.5,10.64,336.4,0.9788304959289414,28.5,7.643511125572939,336.4,0.9788304959289414
27.8,8.996,330.5,0.9788304959289414,27.8,6.462502451659225,330.5,0.9788304959289414
26.8,9.874,34.7,0.9789291882556131,26.8,7.093235794540149,34.7,0.9789291882556131
25.4,8.459,157.0,0.979225265235628,25.4,6.076735019851642,157.0,0.979225265235628
24.0,6.812,220.6,0.9795213422156427,24.0,4.8935712206205695,220.6,0.9795213422156427
23.1,6.115,175.1,0.9796200345423144,23.1,4.392863771887079,175.1,0.9796200345423144
22.4,4.73,106.8,0.979718726868986,22.4,3.3979142503721804,106.8,0.979718726868986
21.8,7.804,75.3,0.9798174191956575,21.8,5.606199325561204,75.3,0.9798174191956575
21.1,8.445,87.4,0.9798174191956575,21.1,6.066677768370626,87.4,0.9798174191956575
20.3,10.235,80.2,0.979718726868986,20.3,7.35256920772923,80.2,0.979718726868986
19.6,8.471,62.6,0.9796200345423144,19.6,6.085355521121087,62.6,0.9796200345423144
19.1,6.076,30.0,0.9799161115223292,19.1,4.364847142761388,30.0,0.9799161115223292
