Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433
Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673
Temperature,Speed,Direction,Pressure,Temperature,Speed,Direction,Pressure
C,m/s,degrees,atm,C,m/s,degrees,atm
13.3,9.416,306.6,0.9904761904761905,13.3,6.764219996089737,306.6,0.9904761904761905
14.1,9.489,308.2,0.9897853441894893,14.1,6.816661378812182,308.2,0.9897853441894893
14.5,11.729,295.7,0.9890944979027881,14.5,8.425821615774904,295.7,0.9890944979027881
14.7,11.194,293.6,0.9884036516160869,14.7,8.041490934178897,293.6,0.9884036516160869
14.5,11.731,283.6,0.9880088823094004,14.5,8.427258365986479,283.6,0.9880088823094004
13.8,11.245,283.9,0.9879101899827288,13.8,8.078128064574031,283.9,0.9879101899827288
13.0,12.058,280.2,0.9878114976560572,13.0,8.662167025578805,280.2,0.9878114976560572
12.3,12.728,274.3,0.9878114976560572,12.3,9.143478346456048,274.3,0.9878114976560572
11.6,14.287,278.0,0.9878114976560572,11.6,10.263425136377872,278.0,0.9878114976560572
10.9,14.514,270.7,0.9879101899827288,10.9,10.426496285391504,270.7,0.9879101899827288
10.7,14.4,265.9,0.9878114976560572,10.7,10.344601523331796,265.9,0.9878114976560572
11.1,13.602,261.6,0.9876141130027141,11.1,9.771338188913827,261.6,0.9876141130027141
11.4,12.164,262.8,0.9875154206760425,11.4,8.73831478679222,262.8,0.9875154206760425
11.4,11.276,263.8,0.9874167283493709,11.4,8.100397692853425,263.8,0.9874167283493709
11.0,11.166,264.7,0.9873180360226992,11.0,8.021376431216863,264.7,0.9873180360226992
10.7,10.565,264.4,0.9873180360226992,10.7,7.589632992638918,264.4,0.9873180360226992
10.4,8.747,263.7,0.9873180360226992,10.4,6.2836270503182785,263.7,0.9873180360226992
10.1,9.106,273.6,0.9874167283493709,10.1,6.541523713295787,273.6,0.9874167283493709
9.9,9.384,273.5,0.9875154206760425,9.9,6.741231992704553,273.5,0.9875154206760425
10.1,8.635,268.1,0.9877128053293855,10.1,6.203169038470143,268.1,0.9877128053293855
10.6,8.433,264.1,0.9881075746360721,10.6,6.058057267101183,264.1,0.9881075746360721
11.1,7.179,265.5,0.9884036516160869,11.1,5.157214884444373,265.5,0.9884036516160869
11.6,5.172,276.6,0.9885023439427585,11.6,3.7154360471300034,276.6,0.9885023439427585
12.1,3.71,279.8,0.9883049592894152,12.1,2.6651716424695113,279.8,0.9883049592894152
12.5,2.966,300.5,0.9882062669627436,12.5,2.1307005637640355,300.5,0.9882062669627436
12.8,3.526,302.8,0.9880088823094004,12.8,2.532990623004716,302.8,0.9880088823094004
13.0,4.011,268.5,0.9878114976560572,13.0,2.8814025493113773,268.5,0.9878114976560572
13.2,3.199,252.3,0.9877128053293855,13.2,2.2980819634123897,252.3,0.9877128053293855
13.1,2.847,267.2,0.9878114976560572,13.1,2.0452139261753906,267.2,0.9878114976560572
12.7,1.786,245.9,0.9881075746360721,12.7,1.2830179389354577,245.9,0.9881075746360721
12.4,1.901,289.5,0.9885023439427585,12.4,1.3656310761009545,289.5,0.9885023439427585
12.0,3.3,259.4,0.9889958055761164,12.0,2.3706378490968696,259.4,0.9889958055761164
11.5,3.648,274.1,0.9894892672094745,11.5,2.6206323859107217,274.1,0.9894892672094745
11.0,7.975,300.8,0.9900814211695042,11.0,5.729041468650769,300.8,0.9900814211695042
10.8,6.995,293.5,0.9902788058228472,10.8,5.025033864979577,293.5,0.9902788058228472
10.8,6.28,294.2,0.9902788058228472,10.8,4.511395664341922,294.2,0.9902788058228472
10.8,5.882,295.5,0.9902788058228472,10.8,4.225482372238724,295.5,0.9902788058228472
10.7,5.673,296.8,0.9903774981495189,10.7,4.0753419751292554,296.8,0.9903774981495189
10.5,5.73,295.1,0.9905748828028621,10.5,4.11628935615911,295.1,0.9905748828028621
10.3,6.166,292.5,0.9906735751295336,10.3,4.4295009022822125,292.5,0.9906735751295336
10.1,5.293,294.4,0.9907722674562053,10.1,3.802359434930222,294.4,0.9907722674562053
10.0,4.265,305.5,0.9908709597828769,10.0,3.063869826181257,305.5,0.9908709597828769
9.8,3.961,330.6,0.9909696521095485,9.8,2.8454837940220306,330.6,0.9909696521095485
10.0,4.465,345.9,0.9909696521095485,10.0,3.207544847338643,345.9,0.9909696521095485
10.4,5.753,338.8,0.9910683444362202,10.4,4.13281198359221,338.8,0.9910683444362202
10.8,5.936,336.1,0.9911670367628916,10.8,4.2642746279512185,336.1,0.9911670367628916
11.4,6.569,336.8,0.9910683444362202,11.4,4.719006069914345,336.8,0.9910683444362202
12.1,7.238,336.4,0.9906735751295336,12.1,5.199599015685801,336.4,0.9906735751295336
12.9,6.306,335.5,0.9902788058228472,12.9,4.530073417092382,335.5,0.9902788058228472
13.4,5.681,334.9,0.9897853441894893,13.4,4.081088975975551,334.9,0.9897853441894893
13.7,5.354,345.1,0.9892918825561312,13.7,3.8461803163832244,345.1,0.9892918825561312
14.0,6.32,338.3,0.9887984209227733,14.0,4.5401306685734,338.3,0.9887984209227733
13.9,7.621,337.2,0.9887984209227733,13.9,5.474736681202196,337.2,0.9887984209227733
13.6,8.687,331.9,0.9889958055761164,13.6,6.2405245439710635,331.9,0.9889958055761164
13.2,9.287,329.4,0.9893905748828029,13.2,6.671549607443222,329.4,0.9893905748828029
12.8,9.459,330.2,0.9897853441894893,12.8,6.795110125638573,330.2,0.9897853441894893
12.4,9.584,333.3,0.9901801134961756,12.4,6.884907013861939,333.3,0.9901801134961756
12.1,9.918,347.7,0.9905748828028621,12.1,7.124844299194773,347.7,0.9905748828028621
11.8,10.771,341.0,0.9908709597828769,11.8,7.737618264431028,341.0,0.9908709597828769
11.5,11.855,337.6,0.9909696521095485,11.5,8.516336879104058,337.6,0.9909696521095485
11.3,12.131,334.3,0.9910683444362202,11.3,8.71460840830125,334.3,0.9910683444362202
11.0,12.054,325.7,0.9912657290895632,11.0,8.659293525155658,325.7,0.9912657290895632
10.8,11.4,315.5,0.9917591907229213,10.8,8.189476205971005,315.5,0.9917591907229213
10.5,9.047,300.8,0.9921539600296077,10.5,6.499139582054358,300.8,0.9921539600296077
10.2,5.453,289.7,0.9927461139896373,10.2,3.917299451856131,289.7,0.9927461139896373
9.9,6.285,332.7,0.993338267949667,9.9,4.514987539870857,332.7,0.993338267949667
9.5,4.799,334.5,0.9940291142363682,9.5,3.447482132671478,334.5,0.9940291142363682
9.4,6.62,334.6,0.9947199605230693,9.4,4.755643200309478,334.6,0.9947199605230693
9.3,6.821,325.3,0.9955094991364422,9.3,4.900036596572651,325.3,0.9955094991364422
9.3,7.197,307.7,0.9963977300764866,9.3,5.170145636348537,307.7,0.9963977300764866
9.6,6.52,292.5,0.9968911917098446,9.6,4.683805689730785,292.5,0.9968911917098446
10.1,4.247,274.5,0.9970885763631877,10.1,3.050939074277093,274.5,0.9970885763631877
10.5,2.867,252.8,0.9973846533432026,10.5,2.0595814282911293,252.8,0.9973846533432026
10.8,2.445,215.6,0.9975820379965458,10.8,1.7564271336490442,215.6,0.9975820379965458
10.9,1.899,158.6,0.9976807303232174,10.9,1.3641943258893807,158.6,0.9976807303232174
10.9,2.883,129.2,0.9978781149765606,10.9,2.0710754299837197,129.2,0.9978781149765606
10.8,4.619,126.5,0.998272884283247,10.8,3.318174613629831,126.5,0.998272884283247
10.5,4.551,133.2,0.998766345916605,10.5,3.2693251064363196,133.2,0.998766345916605
10.2,4.485,147.8,0.9993584998766346,10.2,3.221912349454383,147.8,0.9993584998766346
9.4,5.217,157.5,1.0000493461633357,9.4,3.747762926890415,157.5,1.0000493461633357
8.2,5.857,157.4,1.000740192450037,8.2,4.207522994594051,157.4,1.000740192450037
7.0,5.106,172.0,1.0015297310634097,7.0,3.6680232901480654,172.0,1.0015297310634097
6.7,6.045,158.2,1.0019245003700963,6.7,4.342577514481993,158.2,1.0019245003700963
7.0,5.988,138.1,1.002220577350111,7.0,4.3016301334521385,138.1,1.002220577350111
7.4,4.881,112.5,1.0024179620034543,7.4,3.506388891346007,112.5,1.0024179620034543
7.4,5.301,98.2,1.002714038983469,7.4,3.808106435776518,98.2,1.002714038983469
7.3,4.55,98.1,1.0030101159634839,7.3,3.2686067313305327,98.1,1.0030101159634839
7.1,4.285,78.2,1.0033061929434988,7.1,3.0782373282969964,78.2,1.0033061929434988
7.0,3.898,76.3,1.0037009622501851,7.0,2.8002261623574545,76.3,1.0037009622501851
7.0,3.015,70.8,1.0040957315568715,7.0,2.165900943947595,70.8,1.0040957315568715
6.9,2.395,351.8,1.0045891931902295,6.9,1.720508378359698,351.8,1.0045891931902295
7.1,3.269,338.1,1.0052800394769308,7.1,2.348368220817475,338.1,1.0052800394769308
7.3,4.466,12.8,1.0059708857636318,7.3,3.208263222444431,12.8,1.0059708857636318
7.6,4.543,339.3,1.0067604243770047,7.6,3.2635781055900246,339.3,1.0067604243770047
8.2,4.352,351.6,1.006957809030348,8.2,3.126368460384721,351.6,1.006957809030348
9.1,4.161,335.8,1.0068591167036762,9.1,2.9891588151794166,335.8,1.0068591167036762
10.1,4.216,337.2,1.0065630397236616,10.1,3.028669445997698,337.2,1.0065630397236616
10.7,2.672,8.2,1.0063656550703184,10.7,1.9194982826626776,8.2,1.0063656550703184
11.0,4.503,4.2,1.006168270416975,11.0,3.234843101358547,4.2,1.006168270416975
11.3,3.871,19.6,1.0059708857636318,11.3,2.780830034501207,19.6,1.0059708857636318
11.2,3.686,40.3,1.0060695780903035,11.2,2.647930639930625,40.3,1.0060695780903035
11.0,3.12,52.3,1.0063656550703184,11.0,2.2413303300552223,52.3,1.0063656550703184
10.6,4.503,68.2,1.0067604243770047,10.6,3.234843101358547,68.2,1.0067604243770047
9.7,4.825,38.4,1.0070565013570194,9.7,3.466159885421938,38.4,1.0070565013570194
8.4,5.445,28.8,1.0072538860103628,8.4,3.9115524510098356,28.8,1.0072538860103628
7.0,6.329,20.2,1.0075499629903775,7.0,4.546596044525481,20.2,1.0075499629903775
6.6,7.586,11.1,1.0075499629903775,6.6,5.449593552499653,11.1,1.0075499629903775
7.0,7.612,2.2,1.0074512706637058,7.0,5.468271305250114,2.2,1.0074512706637058
7.4,7.545,358.2,1.0073525783370343,7.4,5.420140173162388,358.2,1.0073525783370343
7.4,7.233,7.3,1.0073525783370343,7.4,5.196007140156866,7.3,1.0073525783370343
7.1,8.543,1.7,1.0074512706637058,7.1,6.137078528737745,1.7,1.0074512706637058
6.8,10.254,4.2,1.0075499629903775,6.8,7.366218334739183,4.2,1.0075499629903775
6.4,11.678,1.1,1.0076486553170492,6.4,8.389184485379772,1.1,1.0076486553170492
6.1,12.374,354.5,1.0077473476437206,6.1,8.889173559007475,354.5,1.0077473476437206
5.8,12.168,353.7,1.0078460399703923,5.8,8.741188287215367,353.7,1.0078460399703923
6.0,12.214,352.8,1.0080434246237355,6.0,8.774233542081566,352.8,1.0080434246237355
6.6,12.332,352.7,1.0084381939304219,6.6,8.859001804564425,352.7,1.0084381939304219
7.3,11.881,351.6,1.0087342709104368,7.3,8.535014631854517,351.6,1.0087342709104368
8.3,10.859,350.4,1.0085368862570936,8.3,7.800835273740276,350.4,1.0085368862570936
9.6,9.676,342.5,1.0079447322970638,9.6,6.950997523594338,342.5,1.0079447322970638
10.9,7.945,344.8,1.0072538860103628,10.9,5.707490215477161,344.8,1.0072538860103628
11.6,6.21,349.4,1.0065630397236616,11.6,4.461109406936837,349.4,1.0065630397236616
11.9,5.525,0.2,1.0058721934369603,11.9,3.96902245947279,0.2,1.0058721934369603
12.2,6.194,8.5,1.005181347150259,12.2,4.449615405244247,8.5,1.005181347150259
12.1,6.767,7.8,1.0048852701702442,12.1,4.861244340860157,7.8,1.0048852701702442
11.9,7.32,1.1,1.0048852701702442,11.9,5.25850577436033,1.1,1.0048852701702442
11.6,7.947,357.9,1.004983962496916,11.6,5.708926965688735,357.9,1.004983962496916
10.5,8.034,3.5,1.0048852701702442,10.5,5.771425599892199,3.5,1.0048852701702442
8.8,7.47,0.7,1.0047865778435727,8.8,5.366262040228369,0.7,1.0047865778435727
7.0,3.825,338.3,1.004687885516901,7.0,2.7477847796350083,338.3,1.004687885516901
6.6,3.571,240.4,1.0042931162102147,6.6,2.565317502765128,240.4,1.0042931162102147
7.2,10.094,211.8,1.0037009622501851,7.2,7.251278317813274,211.8,1.0037009622501851
8.0,9.086,190.6,1.0031088082901554,8.0,6.527156211180049,190.6,1.0031088082901554
8.3,8.958,189.9,1.0026153466567973,8.3,6.4352041976393215,189.9,1.0026153466567973
8.4,4.663,207.2,1.002220577350111,8.4,3.3497831182844564,207.2,1.002220577350111
8.4,1.847,347.0,1.0019245003700963,8.4,1.3268388203884602,347.0,1.0019245003700963
8.4,5.508,20.1,1.0016284233900814,8.4,3.956810082674412,20.1,1.0016284233900814
8.4,6.871,347.3,1.0016284233900814,8.4,4.935955351861998,347.3,1.0016284233900814
8.3,4.197,317.0,1.0015297310634097,8.3,3.0150203189877467,317.0,1.0015297310634097
8.3,4.093,263.0,1.0016284233900814,8.3,2.9403093079859057,263.0,1.0016284233900814
8.4,6.239,215.1,1.0018258080434246,8.4,4.481942285004658,215.1,1.0018258080434246
8.4,6.544,188.7,1.0020231926967678,8.4,4.701046692269672,188.7,1.0020231926967678
9.1,4.948,188.2,1.001727115716753,9.1,3.5545200234337315,188.2,1.001727115716753
10.2,5.713,176.5,1.0010362694300519,10.2,4.104076979360733,176.5,1.0010362694300519
11.4,7.488,164.7,1.000246730816679,11.4,5.379192792132534,164.7,1.000246730816679
12.1,7.333,163.5,0.9994571922033062,12.1,5.26784465073556,163.5,0.9994571922033062
12.4,7.577,162.9,0.9984702689365902,12.4,5.443128176547571,162.9,0.9984702689365902
12.7,7.033,169.3,0.9974833456698742,12.7,5.052332118999481,169.3,0.9974833456698742
12.6,7.25,174.3,0.9969898840365162,12.6,5.2082195169552445,174.3,0.9969898840365162
12.3,7.294,183.2,0.9966938070565013,12.3,5.23982802160987,183.2,0.9966938070565013
12.0,8.829,188.6,0.9964964224031582,12.0,6.342533808992808,188.6,0.9964964224031582
11.3,11.057,188.3,0.9963977300764866,11.3,7.943073544686089,188.3,0.9963977300764866
10.4,11.211,182.9,0.9963977300764866,10.4,8.053703310977275,182.9,0.9963977300764866
9.5,10.694,170.2,0.9963977300764866,9.5,7.682303381285433,170.2,0.9963977300764866
9.2,10.232,158.8,0.9961016530964717,9.2,7.350414082411869,158.8,0.9961016530964717
9.4,10.328,163.9,0.9955094991364422,9.4,7.419378092567415,163.9,0.9955094991364422
9.6,9.379,166.3,0.9949173451764125,9.6,6.737640117175618,166.3,0.9949173451764125
9.7,8.498,155.0,0.994325191216383,9.7,6.104751648977333,155.0,0.994325191216383
9.7,6.703,151.5,0.9937330372563533,9.7,4.815268334089794,151.5,0.9937330372563533
9.7,6.208,158.2,0.9932395756229953,9.7,4.459672656725264,158.2,0.9932395756229953
9.8,6.149,158.4,0.9928448063163089,9.8,4.417288525483834,158.4,0.9928448063163089
9.8,6.985,147.3,0.9925487293362941,9.8,5.017850113921708,147.3,0.9925487293362941
10.0,7.521,143.0,0.9923513446829509,10.0,5.402899170623503,143.0,0.9923513446829509
10.2,6.817,145.4,0.9923513446829509,10.2,4.897163096149504,145.4,0.9923513446829509
10.6,6.133,148.1,0.9924500370096225,10.6,4.4057945237912435,148.1,0.9924500370096225
11.0,5.888,155.8,0.9926474216629657,11.0,4.229792622873445,155.8,0.9926474216629657
11.7,5.85,161.9,0.9924500370096225,11.7,4.202494368853542,161.9,0.9924500370096225
12.6,6.004,170.1,0.9921539600296077,12.6,4.3131241351447285,170.1,0.9921539600296077
13.5,6.436,165.4,0.9917591907229213,13.5,4.623462180844683,165.4,0.9917591907229213
14.1,6.382,157.9,0.9914631137429065,14.1,4.584669925132189,157.9,0.9914631137429065
14.5,6.045,150.8,0.9911670367628916,14.5,4.342577514481993,150.8,0.9911670367628916
14.9,5.579,152.9,0.9908709597828769,14.9,4.007814715185284,152.9,0.9908709597828769
14.7,5.307,160.7,0.9909696521095485,14.7,3.812416686411239,160.7,0.9909696521095485
14.1,5.636,169.0,0.9913644214162349,14.1,4.048762096215139,169.0,0.9913644214162349
13.4,7.281,174.3,0.9917591907229213,13.4,5.230489145234639,174.3,0.9917591907229213
12.6,8.788,173.9,0.9923513446829509,12.6,6.313080429655543,173.9,0.9923513446829509
11.8,9.775,173.8,0.9930421909696522,11.8,7.022116659067244,173.8,0.9930421909696522
11.1,10.03,172.6,0.9937330372563533,11.1,7.20530231104291,172.6,0.9937330372563533
10.7,9.561,168.1,0.9939304219096965,10.7,6.868384386428841,168.1,0.9939304219096965
10.7,8.018,164.7,0.9939304219096965,10.7,5.759931598199607,164.7,0.9939304219096965
10.8,7.596,163.3,0.9938317295830249,10.8,5.456777303557523,163.3,0.9938317295830249
10.7,7.37,169.2,0.9936343449296817,10.7,5.294424529649676,169.2,0.9936343449296817
10.6,6.596,167.1,0.993338267949667,10.6,4.738402197770593,167.1,0.993338267949667
10.5,5.975,167.4,0.9931408832963237,10.5,4.292291257076909,167.4,0.9931408832963237
10.3,5.359,165.2,0.9929434986429805,10.3,3.8497721919121592,165.2,0.9929434986429805
10.2,4.958,165.6,0.9929434986429805,10.2,3.5617037744916007,165.6,0.9929434986429805
10.1,5.048,164.1,0.9929434986429805,10.1,3.626357534012424,164.1,0.9929434986429805
10.4,5.258,166.1,0.9928448063163089,10.4,3.77721630622768,166.1,0.9928448063163089
10.9,4.964,172.7,0.9928448063163089,10.9,3.566014025126322,172.7,0.9928448063163089
11.4,4.422,176.3,0.9927461139896373,11.4,3.1766547177898055,176.3,0.9927461139896373
12.2,3.943,178.0,0.9922526523562792,12.2,2.832553042117866,178.0,0.9922526523562792
13.2,3.635,177.1,0.9913644214162349,13.2,2.6112935095354914,177.1,0.9913644214162349
14.3,3.892,174.3,0.9903774981495189,14.3,2.795915911722733,174.3,0.9903774981495189
15.0,3.88,167.6,0.9895879595361461,15.0,2.7872954104532894,167.6,0.9895879595361461
15.4,6.437,164.0,0.9887984209227733,15.4,4.62418055595047,164.0,0.9887984209227733
15.8,7.005,167.1,0.9880088823094004,15.8,5.032217616037446,167.1,0.9880088823094004
15.8,6.715,168.7,0.9874167283493709,15.8,4.823888835359237,168.7,0.9874167283493709
15.3,6.023,174.7,0.9871206513693561,15.3,4.32677326215468,174.7,0.9871206513693561
14.9,6.659,180.8,0.9868245743893412,14.9,4.783659829435169,180.8,0.9868245743893412
14.5,8.427,184.7,0.9867258820626695,14.5,6.0537470164664615,184.7,0.9867258820626695
14.3,9.463,182.9,0.9868245743893412,14.3,6.79798362606172,182.9,0.9868245743893412
14.1,9.023,183.5,0.9869232667160128,14.1,6.481898579515471,183.5,0.9869232667160128
13.9,9.054,175.5,0.9869232667160128,13.9,6.504168207794867,175.5,0.9869232667160128
13.9,8.453,160.0,0.9867258820626695,13.9,6.072424769216921,160.0,0.9867258820626695
13.9,8.184,152.2,0.9865284974093265,13.9,5.879181865760237,152.2,0.9865284974093265
13.7,7.969,143.8,0.9863311127559832,13.7,5.724731218016047,143.8,0.9863311127559832
13.5,7.27,137.7,0.9861337281026401,13.5,5.222587019070983,137.7,0.9861337281026401
13.2,6.924,130.2,0.9859363434492968,13.2,4.974029232468705,130.2,0.9859363434492968
13.0,5.902,129.5,0.9860350357759684,13.0,4.239849874354462,129.5,0.9860350357759684
12.8,4.843,134.0,0.9863311127559832,12.8,3.4790906373261032,134.0,0.9863311127559832
12.6,3.704,136.2,0.9865284974093265,12.6,2.66086139183479,136.2,0.9865284974093265
12.5,3.199,136.3,0.9869232667160128,12.5,2.2980819634123897,136.3,0.9869232667160128
12.5,3.23,136.7,0.9873180360226992,12.5,2.320351591691785,136.7,0.9873180360226992
12.5,3.311,144.1,0.9877128053293855,12.5,2.378539975260526,144.1,0.9877128053293855
12.5,4.757,146.5,0.9877128053293855,12.5,3.417310378228427,146.5,0.9877128053293855
12.7,4.92,156.2,0.9875154206760425,12.7,3.5344055204716973,156.2,0.9875154206760425
12.9,6.427,153.3,0.9873180360226992,12.9,4.616996804892601,153.3,0.9873180360226992
12.8,6.877,161.3,0.9870219590426844,12.8,4.940265602496719,161.3,0.9870219590426844
12.4,8.252,168.6,0.9867258820626695,12.4,5.928031372953749,168.6,0.9867258820626695
12.1,8.599,170.8,0.9863311127559832,12.1,6.177307534661813,170.8,0.9863311127559832
11.6,8.235,172.8,0.9863311127559832,11.6,5.91581899615537,172.8,0.9863311127559832
11.0,8.202,177.6,0.9867258820626695,11.0,5.892112617664402,177.6,0.9867258820626695
10.4,9.569,182.7,0.9872193436960276,10.4,6.874131387275137,182.7,0.9872193436960276
9.8,10.474,180.4,0.9877128053293855,9.8,7.524260858012307,180.4,0.9877128053293855
9.3,10.839,175.9,0.9884036516160869,9.3,7.786467771624537,175.9,0.9884036516160869
8.7,10.279,166.0,0.9889958055761164,8.7,7.384177712383856,166.0,0.9889958055761164
8.5,10.529,152.7,0.9894892672094745,8.5,7.5637714888305885,152.7,0.9894892672094745
8.6,9.518,152.3,0.9897853441894893,8.6,6.837494256880002,152.3,0.9897853441894893
8.8,8.95,144.0,0.9901801134961756,8.8,6.429457196793026,144.0,0.9901801134961756
8.8,9.247,138.3,0.9903774981495189,8.8,6.642814603211744,138.3,0.9903774981495189
8.6,8.89,134.8,0.9904761904761905,8.6,6.386354690445811,134.8,0.9904761904761905
8.4,7.895,133.5,0.9905748828028621,8.4,5.671571460187814,133.5,0.9905748828028621
8.3,6.78,131.6,0.9908709597828769,8.3,4.870583217235387,131.6,0.9908709597828769
8.3,6.357,135.2,0.9912657290895632,8.3,4.566710547487516,135.2,0.9912657290895632
8.2,5.65,138.5,0.9916604983962497,8.2,4.058819347696156,138.5,0.9916604983962497
8.4,5.504,145.8,0.9922526523562792,8.4,3.9539365822512638,145.8,0.9922526523562792
8.7,5.836,143.7,0.9930421909696522,8.7,4.192437117372525,143.7,0.9930421909696522
9.1,3.982,135.2,0.9937330372563533,9.1,2.8605696712435567,135.2,0.9937330372563533
9.7,2.766,147.6,0.9941278065630397,9.7,1.9870255426066492,147.6,0.9941278065630397
10.5,3.21,142.6,0.9941278065630397,10.5,2.305984089576046,142.6,0.9941278065630397
11.3,4.303,146.0,0.9941278065630397,11.3,3.0911680802011605,146.0,0.9941278065630397
11.9,5.06,147.4,0.9940291142363682,11.9,3.634978035281867,147.4,0.9940291142363682
12.3,5.236,143.9,0.9937330372563533,12.3,3.761412053900367,143.9,0.9937330372563533
12.8,4.904,146.7,0.9935356526030101,12.8,3.5229115187791056,146.7,0.9935356526030101
12.8,5.054,156.3,0.9936343449296817,12.8,3.630667784647146,156.3,0.9936343449296817
12.5,5.357,166.7,0.9941278065630397,12.5,3.8483354417005855,166.7,0.9941278065630397
12.2,6.04,170.8,0.9946212681963977,12.2,4.3389856389530586,170.8,0.9946212681963977
11.7,5.804,165.2,0.9951147298297557,11.7,4.169449113987343,165.2,0.9951147298297557
11.2,6.244,166.5,0.9957068837897853,11.2,4.485534160533593,166.5,0.9957068837897853
10.6,7.017,164.3,0.996299037749815,10.6,5.04083811730689,164.3,0.996299037749815
10.3,7.451,162.8,0.9965951147298298,10.3,5.352612913218417,162.8,0.9965951147298298
10.4,6.477,158.1,0.9965951147298298,10.4,4.652915560181948,158.1,0.9965951147298298
10.4,5.742,155.6,0.9965951147298298,10.4,4.124909857428554,155.6,0.9965951147298298
10.3,5.19,152.0,0.9965951147298298,10.3,3.7283667990341685,152.0,0.9965951147298298
10.2,4.728,157.6,0.9964964224031582,10.2,3.396477500160606,157.6,0.9964964224031582
10.1,4.499,157.1,0.9963977300764866,10.1,3.231969600935399,157.1,0.9963977300764866
10.1,4.104,158.3,0.9964964224031582,10.1,2.948211434149562,158.3,0.9964964224031582
10.0,3.8,159.4,0.9966938070565013,10.0,2.7298254019903347,159.4,0.9966938070565013
9.9,3.216,161.9,0.9968911917098446,9.9,2.310294340210768,161.9,0.9968911917098446
10.1,3.45,158.6,0.997285961016531,10.1,2.4783941149649094,158.6,0.997285961016531
10.5,3.28,154.4,0.997779422649889,10.5,2.3562703469811312,154.4,0.997779422649889
10.8,2.627,157.7,0.998272884283247,10.8,1.8871714029022655,157.7,0.998272884283247
11.2,1.562,142.0,0.9984702689365902,11.2,1.1221019152391851,142.0,0.9984702689365902
11.5,0.662,134.3,0.998272884283247,11.5,0.4755643200309479,134.3,0.998272884283247
11.9,0.877,202.4,0.9980754996299037,11.9,0.6300149677751378,202.4,0.9980754996299037
12.0,1.656,198.5,0.9979768073032322,12.0,1.1896291751831565,198.5,0.9979768073032322
12.0,2.409,179.5,0.9978781149765606,12.0,1.7305656298407146,179.5,0.9978781149765606
11.9,2.448,162.1,0.997779422649889,11.9,1.7585822589664053,162.1,0.997779422649889
11.7,2.905,149.1,0.9978781149765606,11.7,2.0868796823110323,149.1,0.9978781149765606
11.2,3.012,146.2,0.998272884283247,11.2,2.163745818630234,146.2,0.998272884283247
10.8,2.917,140.0,0.9985689612632618,10.8,2.0955001835804756,140.0,0.9985689612632618
10.1,3.302,134.1,0.9989637305699482,10.1,2.3720745993084438,134.1,0.9989637305699482
9.2,3.598,134.1,0.999259807549963,9.2,2.584713630621375,134.1,0.999259807549963
8.2,4.16,130.3,0.9996545768566494,8.2,2.98844044007363,130.3,0.9996545768566494
7.9,4.978,134.9,0.999753269183321,7.9,3.5760712766073386,134.9,0.999753269183321
8.1,5.326,126.6,0.9996545768566494,8.1,3.8260658134211902,126.6,0.9996545768566494
8.4,4.056,105.4,0.9995558845299778,8.4,2.9137294290717892,105.4,0.9995558845299778
8.5,3.51,83.8,0.9995558845299778,8.5,2.5214966213121253,83.8,0.9995558845299778
8.6,3.122,51.9,0.9995558845299778,8.6,2.2427670802667965,51.9,0.9995558845299778
8.7,5.059,19.1,0.9994571922033062,8.7,3.63425966017608,19.1,0.9994571922033062
8.7,6.221,6.3,0.9995558845299778,8.7,4.469011533100493,6.3,0.9995558845299778
8.7,6.421,357.2,0.9995558845299778,8.7,4.61268655425788,357.2,0.9995558845299778
8.7,6.36,353.3,0.9996545768566494,8.7,4.568865672804877,353.3,0.9996545768566494
8.7,6.143,354.8,0.9998519615099927,8.7,4.412978274849112,354.8,0.9998519615099927
8.9,5.88,354.7,1.0001480384900074,8.9,4.224045622027149,354.7,1.0001480384900074
9.1,5.877,350.0,1.0003454231433506,9.1,4.221890496709789,350.0,1.0003454231433506
9.5,7.267,348.4,1.000246730816679,9.5,5.220431893753623,348.4,1.000246730816679
10.2,4.939,345.1,0.999753269183321,10.2,3.548054647481649,345.1,0.999753269183321
10.9,5.252,341.0,0.999259807549963,10.9,3.7729060555929577,341.0,0.999259807549963
11.4,4.809,333.4,0.998766345916605,11.4,3.454665883729348,333.4,0.998766345916605
11.6,3.869,332.9,0.998272884283247,11.6,2.7793932842896334,332.9,0.998272884283247
11.9,3.431,326.8,0.9976807303232174,11.9,2.464744987954958,326.8,0.9976807303232174
11.9,3.165,325.6,0.9973846533432026,11.9,2.2736572098156342,325.6,0.9973846533432026
11.6,2.924,339.3,0.997285961016531,11.6,2.100528809320984,339.3,0.997285961016531
11.3,3.32,6.1,0.9970885763631877,11.3,2.3850053512126084,6.1,0.9970885763631877
10.8,5.136,25.6,0.9970885763631877,10.8,3.6895745433216742,25.6,0.9970885763631877
10.3,6.146,22.8,0.9971872686898593,10.3,4.415133400166473,22.8,0.9971872686898593
9.7,6.035,19.0,0.9971872686898593,9.7,4.335393763424124,19.0,0.9971872686898593
